comment,cosine similarity
"I haven't been in the job market for a long time.  I found out in my early fifties that age discrimination was real.  I live close to a university and so I did a lot of looking there.  And here's one thing I remember from that.  The ads for 'executive assistant' (and there were a lot) described a multitude of tasks to be done and skills needed to do them.  Computer chops had to be top notch, with candidates needing familiarity from day one with different systems, etc.  But you know how much they were going to pay someone to be a super duper secretary?  About $7.50 an hour.  (This was about ten years ago).  I would just look at the long list of tasks in the description and then look at the pay and wonder how in the world they could only pay $7.50 an hour.  But, of course, they never had any problem finding qualified people to take the jobs and wanting the jobs even with that low of pay.  It always seemed like a huge disconnect to me.  'We want you to do all of this, and at a very high skill and without us training you, and then we will pay you a pittance'.  See how it works, Mr. Friedman?  It's not a good system. <br/><br/> And now robotics and jobs off-shore have affected the American worker tremendously.  But I don't see any politician dealing with it.  They talk about everything but creating employment opportunities for people because they know they can't do anything about it.  And it's just going to get much worse.  ",0.931944910239788
"Amazon has a well-known reputation for its difficult workplace environment and most employees should have walked in with their eyes open. Did Amazon promise them something different during their interviews? All these employees have a choice and this is not the same as the exploitation of nail-workers in the city or of workers in China. Most of them do not have alternatives. Amazon has every right to create a work model and to weed out any employee that does not fit their model. This is no different from working 100 hours a week at Goldman Sachs or long hours and nights in the early years of a medical career. The Army will put new recruits through an intensive physical regimen and expect them to meet those standards. Rightly or wrongly, those organizations believe that theirs is the best ""model"" and will weed out anyone who cannot conform to their model. Why is this different?<br/>As long as there are employees out there that Amazon can hire that meets their requirements and as long as they are a successful company, I don't see a need to change. This was a hatchet job by the NYT, talking to a lot of disgruntled ex-employees, that will only raise the social ire of a lot of people to stop buying from Amazon.",0.931366165641314
"Could this be the cause of the ""productivity"" lag? When most people were being paid by the hour and bosses had to pay overtime, they'd hire efficiency experts and work hard to streamline their business process. Indeed, the work week for hourly workers keeps falling year by year, but salaried workers hours have increased. When work costs money, businesses will become more efficient. When work is free, businesses will grab as much of it as they can for nothing. It's good to hear that our business community is being offered this opportunity for serious improvement. (Now, if only some of the productivity gains could be turned into wages. That's something we haven't seen for 30 years or more.)",0.930826190531452
"This article gives great insight into America's bizarre  corporate culture. Somehow shareholders and the public have been tricked into accepting that workers at the top of these companies are somehow providing labor worth millions. No individual's LABOR is worth millions.  <br/><br/>Meanwhile, the lower and middle ranks of these companies (those providing actual labor and services) are expected to work themselves to exhaustion while the top ranks have endless meetings to ""strategize"". This happens in corporate America and its increasingly happening in education and healthcare. There seems to be an endless rise in overpaid administrators and executives.  We have to push back and say enough is enough. <br/><br/>We have to stop thinking that fast food workers getting paid $15/hour is an attack on other workers and realize that this is not a zero sum game between workers. I, for one, do not believe anyone working 40  hours a week should be living in abject poverty while those at the upper echelons of that same company earn millions upon millions.",0.93042426168525
"I can understand the appeal of coming out of university and working at a company that demands the very best - and requires you  to work at the edge of what's possible (eg 60-70hr work weeks).   5 years ago these same people would have been working for Goldman Sachs. If the work is interesting, the compensation 'appropriate' then who am I to judge.  What some might consider a toxic work environment, others would consider the price for innovation.   <br/><br/>The real danger is the trickle down effect.  Its one thing to ask this from a Harvard grad looking to land a top job and work for 4-5 grueling years before heading off to an MBA.  Its quite another to carry these same demands down to mid level managers or even onto the 'factory floor'.  If your corporate culture leads you down a road where the guys packing boxes in your warehouse are being taken out in ambulances from heat exhaustion, then honestly I don't have high hopes for your powers of introspection.",0.930146068499245
"The unions almost stopped TPP--if they'd had more support they would have.  The unions need to do a better job of explaining their value.   Not just to union members but to all workers.  Unions need better marketing and better PR.  The right wing has been able to portray union workers as taking away from non-unionized workers.  Unions need to explain that it is the opposite--union efforts lead to better conditions, and wages, for everyone.  I've never been a union member but in my dining room I have a print depicting the Bread and Roses strike and I never forget that my 9:00 to 5:00 hours; my sick days, my vacation days, my unemployment insurance, all came through union actions. ",0.929726184361282
"""the franchisee would no longer have the ability to run the day to day operations of their businesses""<br/><br/>Franchisees are ALREADY limited in their ability to run the day to day operations in many ways, to comply with the franchise agreement.<br/><br/>One of those limitation is a lid on wages. They CAN'T pay more, because it is out of their hands. <br/><br/>It is impossible for employees to bargain with a franchisee who does not have the right to raise wages. They could only bargain with the higher power, and until now they were not allowed to do so.<br/><br/>It was fundamentally unfair. That is what the Republicans are upset about.",0.929575826120553
"The most successful person I ever worked for was a First VP at a bank.  He made enough to retire early and is now running a couple of other businesses.<br/><br/>He was a tough guy to work for, he had very high standards and he expected them to be met.  He also paid each of his employees well above the minimums that the bank set for each position and he treated all of us well.<br/><br/>Turnover in his division was almost nonexistent and productivity was high.  Any one of us would have done anything in the world for him.<br/><br/>He's a millionaire and he gave me and several others our start in business.  I went on to earn six figures.<br/><br/>That's the way to run a business, not keeping people in indentured servitude and paying to continually train new employees.",0.929278827536207
"Layoffs, while regretable, are a part of business.<br/><br/>I have been laid off before (twice).  I would have loved the opportunity to work three extra months while searching for my new job.  And on top of that, a 10% bonus also?  No brainer to take that offer.  Instead many are given just a few weeks pay.  Nobody forced these people to train their replacements.<br/><br/>I understand that losing your job can be very emotional.  My first time I had several wild emotions.  The second time I realized that the first time it was a new opportunity for me and it was easier to pick myself up and just move on.  I wish the Disney employees the best of luck and hope they all find situations in which they are much happier than they were before.  Hopefully they will be given the opportunity to learn new skills at their new jobs, as it is always important to try to make yourself as marketable as possible.",0.929232798177468
"Many people working 80 hour weeks do so because that is what the work requires in their position. If they do not, they will be replaced by someone who will work 80 hour weeks. The idea of the European 40 hour work week, or less, does not include management and a lot of white collar workers - never has.<br/><br/>And actually contrary to what you seem to be expressing, a good receptionist or office manager is actually MORE valuable and harder to replace than a bad manager or ""professional"", but that same good receptionist or office manager is also more valuable than a bad one or a rookie and deserves to be compensated for it rather than getting the same pay.",0.928893274851429
"This is extremely common in all fields, including engineering. I work in the NFP space, and we are constantly underbidding in order to remain competitive. It results in hours of unpaid overtime, or work conducted by less experienced junior staff. <br/><br/>Worse, it results in what's known as ""scope creep"": once a client realizes that you can do the work, he or she adds additional tasks to the scope of work -- which you accept in order to keep the client happy. ",0.928599342437519
"Good article. <br/><br/>It is important to have open and honest policy discussions about how technology and work intersect. We will not roll back technology and the Promethean technology changes of late are here to stay. One question, as Mr. Gans notes, is “ ...the nature of work. Are people going to prefer a lifestyle that allows them to pick and choose more?”<br/><br/>Take Elance or Liberation Medical ( <a href=""https://liberationmedical.com/"" title=""https://liberationmedical.com/"" target=""_blank"">https://liberationmedical.com/</a> ) as examples. These platforms allow technology and medical professionals, respectively, to work as independent contractors. This flexibility allows the professionals to choose the job, their pay rate and, in the case of Liberation Medical, the location of the work, allowing for much more freedom of choice.<br/><br/>Employers like these platforms because it allows them to utilize skilled labor as needed, without the often onerous, costly and burdensome commitments associated with a full-time hire or the pricey, exploitative and opaque nature of staffing companies.<br/><br/>Another issue with ""freelance"" and ""sharing"" economic models is exploitation. In the examples of Elance and Liberation Medical this is avoided because not only do the professionals choose the job, rates of pay and method of work, they are also in very high demand, and can easily find full-time work if they choose that route.<br/><br/>Other models, like Uber and TaskRabbit, are much more fraught with exploitation- the ""freelancers"" are really employees who are misclassified, as they do not choose the rate of pay.",0.928405384522862
"Having worked for many years in highly competitive, long-hour, and demanding technology jobs on Wall Street and in high-tech companies, I can safely say that almost no one in those kinds of jobs work at Amazon, Apple, Goldman Sachs or similar companies because they have to. They do it because they want to. Maybe they want to build wealth, their resume, their skills, or for other opportunities.  Many leave for lighter duty over time -- but that's ok -- it's often their choice. Eventually I made that choice too and feel no remorse either for my current or past working life. <br/><br/>While the conditions may seem extreme (and every company has outliers of bad behavior and bad managers) -- the result is an ultra-competitve American company that I'm sure many Amazonians are proud to call their own. Those who don't will find another place to work that suits them.<br/><br/>It's not possible to equate this culture with the challenges of the low paid service worker and our focus should be how to improve their lot. The high pressure white collar folks will be ok without our help.",0.927538722744945
I just see more employers avoiding salary positions all together and shifting their hourly workers from an 8 am to 5 pm schedule to a 10 am to 7 pm schedule on demand.  Workers can't complain for fear of losing the job and employer's face no retribution for tying up worker's time in excess of their 8 hour without paying them.  ,0.927150418560782
"In the higher paid fields I do see more women construction workers but I still haven't seen any electricians, plumbers, air conditioner repairers, telephone workers.  Won't the unions allow them?  Or are we only talking desk jockeys since this is the Times.",0.926883169188327
"""economists believe that many employers will most likely reduce workers’ hours so as to save on overtime pay. Even so, the White House believes the rule could affect nearly five million workers in the short term. Meanwhile, any attempt to scale back hours could increase hiring.""<br/>  This doesn't make sense. I can't imagine an employer cutting hours and hiring to fill what--10 hours? Who would work that schedule, and the added expense of another employee wouldn't make it worth while.<br/> So in the long run, Obama's policy would hurt what few workers are left.<br/>  What we need is MORE UNION MEMBERSHIP and more public support of unions. We used to have 50% of workers covered by unions, now it is about 15%.  There is strength in numbers as an army commander will tell, and the work force is the equivalent of such an army.<br/>  Otherwise the handwriting in on the wall is people care to look at it rather than their iphone or tv set. If you want to work and survive in America, workers are going to have to take it all back before some other country wins out.",0.926753411260496
